episode,total_reward,episode_length,crashes,avg_speed,collision_reward_sum,right_lane_reward_sum,high_speed_reward_sum,on_road_reward_sum
1,12.005426093106617,15,1,1.6707899548804785,1.0,9.999999999999998,7.520347849149817,15.0
2,1.8627729615021817,3,1,3.1814123903083065,1.0,2.0,1.4853986056331814,3.0
3,29.805259112504565,40,0,0.5000000000000003,0.0,26.66666666666668,5.10305500522544,40.0
4,30.427481334644018,40,0,0.5000000003764671,0.0,40.0,4.103055004915059,40.0
5,30.396243438045943,40,0,0.6420868791099565,0.0,40.0,3.9859128926722986,40.0
6,30.2001259488349,40,0,0.7255058233479067,0.0,13.33333333333334,9.917138974797561,40.0
7,23.465328697617696,31,1,0.4179723967443437,1.0,10.333333333333334,10.411649282733054,31.0
8,31.534580344762098,40,0,0.5182492094892858,0.0,26.66666666666668,11.588009626191202,40.0
9,29.445789642148167,40,0,0.5178026051124975,0.0,13.33333333333334,7.088377824722275,40.0
10,29.445809284325236,40,0,0.5177132618488356,0.0,13.33333333333334,7.088451482886299,40.0
11,3.314891109226287,5,1,2.1247589697502445,1.0,1.6666666666666665,2.0141749929319097,5.0
12,31.179143168544442,40,0,0.5177107561213996,0.0,13.33333333333334,13.588453548708342,40.0
13,31.13467871874378,40,0,0.5178017513206059,0.0,26.66666666666668,10.088378528622496,40.0
14,30.11247319740391,40,0,0.5177257866589235,0.0,13.33333333333334,9.588441156931351,40.0
15,2.599897487326216,4,1,3.901023578630689,1.0,2.6666666666666665,1.5829489108066452,4.0
16,3.716665020902255,5,1,4.2183857739423924,1.0,1.6666666666666665,3.520827161716789,5.0
17,14.978437185213732,18,1,1.2609428357241779,1.0,5.999999999999998,12.169139444551504,18.0
18,1.9294396281688484,3,1,4.570614310050757,1.0,3.0,1.4853986056331814,3.0
19,31.1157878168033,40,0,0.6037278086259033,0.0,26.66666666666668,10.017537646345714,40.0
20,7.176431821621049,9,1,1.28638671745128,1.0,0.0,6.9116193310789376,9.0
21,30.604590403539902,40,0,0.503041650684457,0.0,26.66666666666668,8.100547346607984,40.0
22,16.823587629542356,23,1,0.49329121913764273,1.0,0.0,8.088453610783835,23.0
23,1.2031443143282254,2,1,12.986176480219575,1.0,2.0,1.511791178730845,2.0
24,19.404696139806923,27,1,0.5248129168187575,1.0,8.999999999999998,5.517610524275949,27.0
25,6.906764252290231,9,1,1.7865817919186462,1.0,0.0,5.900365946088365,9.0
26,18.294147984708193,24,1,0.6775308892202109,1.0,7.9999999999999964,9.103054942655731,24.0
27,4.6394371083051755,6,1,3.3348819045901443,1.0,0.0,4.897889156144408,6.0
28,29.36081134748305,40,0,0.5000151037836378,0.0,0.0,10.10304255306142,40.0
29,22.42342705302296,27,1,0.6213523483044225,1.0,0.0,19.08785144883608,27.0
30,29.271925779088527,40,0,0.5000000003761464,0.0,26.66666666666668,3.103055004915331,40.0
31,19.71610035237729,27,1,0.7766380409467416,1.0,27.0,2.185376321414821,27.0
32,7.382453785415545,10,1,1.7081561909912655,1.0,6.666666666666667,3.517535028641631,10.0
33,11.620876268800453,14,1,1.4186825791676987,1.0,4.666666666666666,9.91161934133503,14.0
34,3.7058754347676737,5,1,3.131413944279633,1.0,0.0,3.8970328803787746,5.0
35,30.67135958288036,40,0,0.6036540743910912,0.0,40.0,5.017598435801345,40.0
36,29.5385924458379,40,0,0.5000000000000003,0.0,26.66666666666668,4.1030550052254435,40.0
37,1.7294396281688482,3,1,3.4970186718054435,1.0,0.0,1.4853986056331814,3.0
38,30.537364165123137,40,0,0.6066655930749167,0.0,40.0,4.515115619211757,40.0
39,29.804593724100425,40,0,0.503026546976083,0.0,26.66666666666668,5.100559798709948,40.0
40,29.71637022311719,40,0,0.5000000022673563,0.0,13.33333333333334,8.103055003356136,40.0
41,6.426795733757187,9,1,1.7121404265287337,1.0,6.0,2.6004840015894533,9.0
42,30.204593723989476,40,0,0.5030265474807872,0.0,26.66666666666668,6.600559798293852,40.0
43,31.137927056949774,40,0,0.5030265491775288,0.0,26.66666666666668,10.100559796894995,40.0
44,30.734581612111903,40,0,0.5182434448957292,0.0,26.66666666666668,8.588014378752955,40.0
45,1.9954409064338015,3,1,8.609829702688813,1.0,0.0,2.4829033991267546,3.0
46,31.316369445646018,40,0,0.5000035386274656,0.0,13.33333333333334,14.103052087839254,40.0
47,2.7726558084836497,4,1,3.1126967224921063,1.0,0.0,2.8974592818136853,4.0
48,15.470450099454983,20,1,0.453581849839069,1.0,20.0,5.5141878729561915,20.0
49,7.119205511782809,9,1,3.11054556882115,1.0,0.0,6.697020669185536,9.0
50,14.760658777968814,19,1,0.8748325470613465,1.0,19.0,5.602470417383058,19.0
51,29.31625641668219,40,0,0.5005176555952459,0.0,13.33333333333334,6.602628229224856,40.0
52,30.294148001393452,40,0,0.5000000000000003,0.0,40.0,3.6030550052254373,40.0
53,29.71636965617012,40,0,0.5000025810498145,0.0,13.33333333333334,8.103052877304616,40.0
54,31.138478735956713,40,0,0.500517214148695,0.0,26.66666666666668,10.102628593171056,40.0
55,30.75931290229601,40,0,0.6079095512562787,0.0,13.33333333333334,12.014090050276716,40.0
56,30.017902781708454,40,0,0.7457258626621855,0.0,26.66666666666668,5.900468764740029,40.0
57,23.18303689028234,32,1,0.6042751082150157,1.0,21.333333333333336,4.103055005225441,32.0
58,19.604454580302036,24,1,0.847588766023303,1.0,7.9999999999999964,14.016704676132639,24.0
59,29.405259112504574,40,0,0.5000000000000003,0.0,26.66666666666668,3.6030550052254484,40.0
60,30.205259015534853,40,0,0.5000004410707256,0.0,26.66666666666668,6.603054641589062,40.0
61,29.293584558220374,40,0,0.6036415517196793,0.0,13.33333333333334,6.517608759993086,40.0
62,22.77320362180027,31,1,0.42352374586915065,1.0,0.0,10.399513581751012,31.0
63,21.062130992607912,29,1,0.44783966151487176,1.0,0.0,8.982991222279665,29.0
64,29.31247651845112,40,0,0.5177106807368834,0.0,13.33333333333334,6.5884536108583465,40.0
65,30.294148001393033,40,0,0.500000000001877,0.0,40.0,3.6030550052238874,40.0
66,12.84468409983004,17,1,1.1648019147306232,1.0,17.0,3.917565374362653,17.0
67,29.760814668060135,40,0,0.5000000000000003,0.0,40.0,1.6030550052254582,40.0
68,8.95676504958741,12,1,1.5071107816467766,1.0,4.0,5.087868935952787,12.0
69,29.716256419112746,40,0,0.5005176445397294,0.0,13.33333333333334,8.102628238339461,40.0
70,31.595331204334556,40,0,0.6462362122867054,0.0,40.0,8.482492016254604,40.0
71,30.560795236780486,40,0,0.5000883839877622,0.0,40.0,4.602982137926867,40.0
72,4.643083042068571,6,1,2.4289249755242177,1.0,1.9999999999999998,4.41156140775714,6.0
73,13.136546303065726,17,1,1.5261739547349036,1.0,17.0,5.012048636496469,17.0
74,31.026918361946027,40,0,0.6036394121205588,0.0,13.33333333333334,13.017610523964278,40.0
75,30.62691789147059,40,0,0.6036415520977032,0.0,13.33333333333334,11.517608759681426,40.0
76,27.071359582877047,39,1,0.30379456767196544,1.0,0.0,6.517598435788929,39.0
77,12.485112324376448,16,1,0.655282207833141,1.0,5.333333333333332,7.9858378830783625,16.0
78,29.983036111646758,40,0,0.5000035416564672,0.0,13.33333333333334,9.103052085342027,40.0
79,2.8615446973725382,4,1,2.7998256096501803,1.0,1.3333333333333333,2.8974592818136853,4.0
80,29.1385924458379,40,0,0.5000000000000003,0.0,26.66666666666668,2.603055005225437,40.0
81,30.538029002582128,40,0,0.6036415520958165,0.0,40.0,4.517608759682981,40.0
82,29.98303689028235,40,0,0.5000000000000003,0.0,13.33333333333334,9.10305500522545,40.0
83,30.29414800139346,40,0,0.5000000000000003,0.0,40.0,3.6030550052254515,40.0
84,30.071260390285577,40,0,0.5030265491662783,0.0,26.66666666666668,6.100559796904264,40.0
85,6.51123239056698,9,1,2.200678470079869,1.0,0.0,4.417121464626172,9.0
86,28.403077681985973,38,1,0.6841826690303816,1.0,0.0,14.01154130744741,38.0
87,29.983036890268206,40,0,0.500000000064279,0.0,13.33333333333334,9.103055005172441,40.0
88,12.760700960991274,17,1,0.5904703064536194,1.0,17.0,3.602628603717282,17.0
89,19.646252950514796,25,1,0.9105945452622541,1.0,0.0,13.673448564430469,25.0
90,7.176431821621049,9,1,1.7198210273448191,1.0,0.0,6.9116193310789376,9.0
91,30.160700961008388,40,0,0.5005172012788632,0.0,40.0,3.1026286037814654,40.0
92,30.1608146680597,40,0,0.500000000001877,0.0,40.0,3.103055005223883,40.0
93,30.471922455662227,40,0,0.5000151171196194,0.0,26.66666666666668,7.6030425420667,40.0
94,6.26208425389547,8,1,1.3161888547751524,1.0,0.0,5.982815952108012,8.0
95,30.827478014149705,40,0,0.5000151037836392,0.0,40.0,5.603042553061414,40.0
96,7.025087663800003,9,1,2.5122882811228355,1.0,6.0,4.844078739250014,9.0
97,5.0445242053583685,7,1,2.1111381485219,1.0,0.0,3.916965770093882,7.0
98,2.6260022203373983,4,1,6.078065205313161,1.0,1.3333333333333333,2.0141749929319097,4.0
99,29.80525833454904,40,0,0.5000035385631862,0.0,26.66666666666668,5.103052087892251,40.0
100,6.151208793704372,8,1,1.3939476395710262,1.0,2.6666666666666665,4.900366309724731,8.0
